id,name_de,name_it,typ,ort,provinz,adresse,lat,lon,geo_genauigkeit,geo_quelle,google_place_id,beschreibung_ort,rolle_in_der_serie,staffeln,folgen_beispiele,quellen,quellenkategorie,verlaesslichkeit,foto_quelle,budterence_kartennr,quelle_detailtiefe,geprueft_am,notizen
G31,Via Savelli della Porta 8 - Anwaltskanzlei Lanciano,Studio legale dell'Avvocato Lanciano,Gebaeude,Gubbio,PG,"Via Savelli della Porta 8, 06024 Gubbio PG",43.3512996,12.5819057,"ungefaehr (Strassenmitte, nicht Hausnummer)",Q22,,"Beginn der Via Savelli della Porta, wenige Meter unterhalb der Einmuendung der Via Oderigi Lucarelli. Erreichbar von der Via Baldassini oder ueber die kurvige Via Oderigi Lucarelli hinab.","Kanzlei von Avvocato Lanciano, in der der Vater des Mordopfers Giorgio zusammen mit seinem anderen Sohn praktiziert. Don Matteo kommt hier aus der Via Baldassini an.",6,Una dura prova per Don Matteo (St. 6),Q06,Fanseite,mittel-hoch,https://www.budterence.tk/repDonMatteo6/019.htm,19,hoch,2026-08-11,"NEU: fehlt in der Uebersichtstabelle, nur auf Einzelseite 019. Schoenes Detail fuer Besucher: Auch in Wirklichkeit haengt neben dem Portal ein Anwaltsschild. In derselben Strasse unter Nr. 79 der Palazzo Falcucci (14. Jh.), in dem der Ueberlieferung nach Dante gewohnt haben soll."
G32,Via Cristini,Via Cristini,Gasse,Gubbio,PG,"Via Cristini, 06024 Gubbio PG",43.3531684,12.5775706,exakt (Strassenmitte),Q22,ChIJWbY42ac5LBMRERr7si51YnI,Kleine Gasse wenige Meter von der Piazza San Giovanni entfernt.,"Miriam bezahlt hier den Dealer, um saemtliche Drogenschulden ihres Cousins Fiorenzo zu begleichen. In der Folge trifft sie den Dealer unmittelbar nachdem sie sich auf der Piazza San Giovanni von Don Matteo und Suor Maria verabschiedet hat - der kurze Weg laesst sich also in der Realitaet eins zu eins nachlaufen.",6,Bravi ragazzi (St. 6),Q06,Fanseite,mittel-hoch,https://www.budterence.tk/repDonMatteo6/020.htm,20,hoch,2026-08-11,"NEU: fehlt in der Uebersichtstabelle, nur auf Einzelseite 020. Eignet sich gut als kurze Wegstrecke auf der Karte (Piazza San Giovanni -> Via Cristini)."
M01,Eissporthalle Ussita,Palazzetto del Ghiaccio di Ussita,Sporthalle,Ussita,MC (Marche),"62039 Ussita, Provinz Macerata",42.9412758,13.1490174,exakt,Q22,ChIJX8kplmlzLhMRsY8n7taL4TI,"Eissporthalle im oberen Nera-Tal (Valnerina), Provinz Macerata, rund 100 km oestlich von Gubbio - der einzige belegte Drehort ausserhalb Umbriens und Latiums.",Stellt das 'palazzetto dello sport' von Gubbio dar. Buergermeisterin Laura Respighi will die Eiskunstlauf-Meisterschaften 2006 nach Gubbio holen; beim Training stuerzt die Laeuferin Chiara Sereni schwer. Das Eis war ueber die Eismaschine erwaermt und dadurch bruechig gemacht worden - Sabotage.,4,"I volteggi del cuore (4x11, EA 25.03.2004)",Q29|Q31,offiziell (Website Hauptdarsteller) + Enzyklopaedie,hoch,,,"mittel (Drehtermin belegt, Szenenzuordnung ueber Folgeninhalt erschlossen)",2026-08-12,"NEU in v3 und in KEINER Location-Liste enthalten - weder bei Italy for Movies noch in der Presse. Gefunden ueber das News-Archiv von terencehill.it: 'Ab Mittwoch, 2. Juli 2003, ist die Don-Matteo-Crew in Ussita-Visso fuer die Aufnahmen im Eispalast.' Der Termin passt zur Produktion von Staffel 4 (EA Feb-Mai 2004); die Zuordnung zur Folge 4x11 ergibt sich daraus, dass dies die einzige Eislauf-Folge der Staffel ist - die Quelle nennt die Folge NICHT selbst. WARNUNG fuer Besucher: Die Halle ist laut Google-Rezensionen seit Jahren geschlossen; ein Zusammenhang mit dem Erdbeben 2016 in der Valnerina liegt nahe, ist aber nicht belegt."
S01,"Lux Vide - Teatri di posa, Formello","Lux Vide Film Factory, Formello",Filmstudio,Formello,RM,"Via di Santa Cornelia 7, 00060 Formello RM",42.0514489,12.4029991,exakt,Q22,ChIJv1DZj9xCLxMRbpAWgOMvw5I,Studios der Produktionsfirma Lux Vide vor den Toren Roms.,"Hier entstehen praktisch alle Innenaufnahmen der gesamten Serie: Pfarrhaus, Kaserne, Wohnungen der Figuren. Ausgenommen sind einige Kirchen und wenige real zugaengliche Gebaeude (in Spoleto vor allem Sant'Eufemia).",1-15,,Q07|Q06|Q08|Q41,Presse + Fanseite,hoch,,,,2026-08-12,"Durchgehend genutzt von Gubbio bis Spoleto. Fuer Staffel 15 belegt, dass die Studioarbeit den Aussendreharbeiten in Spoleto zeitlich vorausging."
S02,Campagnano di Roma,Campagnano di Roma,Stadt,Campagnano di Roma,RM,,,,kein konkreter Drehort bekannt,,,,Laut IMDb neben Gubbio an der Folge 'Il giorno piu bello' beteiligt.,8,Il giorno piu bello (2011),Q05,Datenbank (nutzergepflegt),niedrig-mittel,,,,2026-08-11,IMDb-Angaben sind nutzergepflegt und unbelegt.
S03,Sutri,Sutri,Stadt,Sutri,VT,,,,kein konkreter Drehort bekannt,,,,Laut IMDb neben Gubbio an der Folge 'Il giorno piu bello' beteiligt.,8,Il giorno piu bello (2011),Q05,Datenbank (nutzergepflegt),niedrig-mittel,,,,2026-08-11,IMDb-Angaben sind nutzergepflegt und unbelegt.
SP01,Piazza del Duomo Spoleto,Piazza del Duomo,Platz,Spoleto,PG,"Piazza del Duomo, 06049 Spoleto PG",42.7350347,12.7394553,exakt,Q22,ChIJcyqrq_X0LhMRdjrvPhT6Ejg,"Der zentrale Platz Spoletos, ueber eine grosse Freitreppe (Via dell'Arringo) zu erreichen. Um ihn herum gruppieren sich Dom, Teatro Caio Melisso, Casa Menotti und Palazzo Bufalini.","Das Aequivalent zur Piazza Grande in Gubbio - der Dreh- und Angelpunkt der Serie ab Staffel 9. Hier liegen Pfarrhaus, Kaserne, Bar und Kirche buchstaeblich nebeneinander. Die Domtreppe ist Schauplatz zahlloser Begegnungen und Dialoge.",9-15,,Q06b|Q02|Q08|Q33,Fanseite + offiziell + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location3.htm,,hoch,2026-08-12,Kompakter als Gubbio: Fast alle Kern-Locations liegen an diesem einen Platz.
SP02,Dom von Spoleto (Santa Maria Assunta),Cattedrale di Santa Maria Assunta,Kirche,Spoleto,PG,"Piazza del Duomo 2, 06049 Spoleto PG",42.7351749,12.7401602,exakt,Q22,ChIJsfFL_fT0LhMRcXbJX5vUtB4,Romanische Kathedrale mit Fassadenmosaik und Freskenzyklus von Filippo Lippi in der Apsis; Lippi ist im suedlichen Querhaus begraben.,"ACHTUNG - Handlungsort, nicht Kirche der Serie: Der Dom ist das bekannteste Bild der Spoleto-Staffeln, aber die religioesen Szenen werden NICHT hier gedreht. Genutzt werden die Fassade und vor allem die Freitreppe als Kulisse; Don Matteos Kirche ist Sant'Eufemia (SP04).",9-15,,Q02|Q08|Q33|Q34,offiziell + Presse,hoch,,,hoch,2026-08-12,Haeufigstes Missverstaendnis der Spoleto-Aera - fuer die Karte klar kennzeichnen.
SP03,Palazzo Bufalini - Carabinieri-Kaserne,Palazzo Bufalini,Palast,Spoleto,PG,"Palazzo Bufalini, Piazza del Duomo, 06049 Spoleto PG",42.7347244,12.7396135,exakt,Q22,ChIJxwQgqfX0LhMRZq1uZQgcZfI,"Herrschaftliche Residenz des 17. Jh. direkt an der Piazza del Duomo, in Privatbesitz und nicht zu besichtigen.",Kaserne von Maresciallo Cecchini - das Spoleto-Pendant zum Palazzo Pretorio. Nur Aussenaufnahmen; das Kaserneninnere entsteht wie in der Gubbio-Aera im Studio in Formello.,9-15,,Q06b|Q02|Q08|Q33|Q34,Fanseite + offiziell + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location3.htm,,hoch,2026-08-12,"Fuer Staffel 15 ausdruecklich als Kaserne bestaetigt. Achtung: Eine Google-Rezension zu Casa Menotti behauptet, die Kaserne sei Casa Menotti - das widerspricht allen belastbaren Quellen und ist vermutlich eine Verwechslung der Nachbargebaeude."
SP04,Basilica di Sant'Eufemia - Kirche von Don Matteo,Basilica di Sant'Eufemia,Kirche,Spoleto,PG,"Via Aurelio Saffi 13, 06049 Spoleto PG",42.7348279,12.7384903,exakt,Q22,ChIJtyeGHPX0LhMRcX37g_30q10,"Romanische Kirche des 11./12. Jh. langobardischen Ursprungs, im Hof des erzbischoeflichen Palasts verborgen. Dreischiffig mit Matroneen; der Zugang fuehrt durch das Museo Diocesano. Der Ueberlieferung nach stand hier die koenigliche und herzogliche Residenz.",Don Matteos bzw. Don Massimos Pfarrkirche. Anders als in Gubbio wurden hier SOWOHL Innen- als auch Aussenaufnahmen gedreht - es gibt also keine Aufteilung auf zwei Kirchen.,9-15,,Q06b|Q02|Q08|Q33|Q34|Q35,Fanseite + offiziell + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location4.htm,,hoch,2026-08-12,"Eintritt ca. 2 Euro ueber das Museo Diocesano. Fuer Fans die wichtigste Innenlocation der ganzen Serie, weil sie real begehbar ist."
SP05,Teatro Caio Melisso - Pfarrhauseingang und Gefaengnis-Sprechzimmer,Teatro Caio Melisso,Theater,Spoleto,PG,"Piazza del Duomo 4, 06049 Spoleto PG",42.7351192,12.7395205,exakt,Q22,ChIJxwGpqvX0LhMR9yruac4E0e4,"Eines der aeltesten Rangtheater Italiens, im 17. Jh. in den unvollendeten Palazzo della Signoria eingebaut, 1880 von Giovanni Montiroli umgestaltet. Spielstaette des Festival dei Due Mondi.",Doppelrolle: (1) Ein Nebeneingang des Theaters dient als Eingang zu Don Matteos Pfarrhaus. (2) Im Inneren wurde das Sprechzimmer (parlatorio) des Gefaengnisses eingerichtet.,9-15,,Q06b|Q02|Q08|Q35,Fanseite + offiziell + Presse,hoch (mit Widerspruch),http://www.budterence.tk/RepDonMatteo9/location3.htm,,hoch,2026-08-12,WIDERSPRUCH 1 (Pfarrhaus): Die Fan-Reportage nennt den Nebeneingang des Caio Melisso; ein Reiseblog verortet das Pfarrhaus dagegen an einer kleinen Holztuer links der ehemaligen Kirche Santa Maria della Manna d'Oro. WIDERSPRUCH 2 (Sprechzimmer): Die Mehrzahl der Quellen inkl. Umbria Tourism nennt das Caio Melisso; eine einzelne Quelle nennt stattdessen das 'Teatrino delle Sei'. Beide Punkte vor Veroeffentlichung pruefen.
SP06,Bar an der Piazza del Duomo (Erdgeschoss Casa Menotti),Bar in Casa Menotti,Bar,Spoleto,PG,"Via dell'Arringo 1 / Piazza del Duomo, 06049 Spoleto PG",42.7348008,12.7393971,exakt (Casa Menotti),Q22,ChIJW77PqvX0LhMRnkeL5bCpWrU,"Erdgeschoss der Casa Menotti, eines Palasts des 16. Jh. an der Piazza del Duomo. Das Haus war bis zu seinem Tod die Wohnung des Komponisten Giancarlo Menotti, Begruender des Festival dei Due Mondi; heute Museum und Dokumentationszentrum des Festivals.","Das Spoleto-Pendant zum Caffe Ducale: Hier spielen Don Matteo und Maresciallo Cecchini Schach, und hier entlockt der Priester dem Maresciallo die entscheidenden Hinweise.",9-15,,Q06b|Q36,Fanseite + Blog,hoch,http://www.budterence.tk/RepDonMatteo9/location3.htm,,hoch,2026-08-12,"Eine haeufig genannte Bar heisst 'Tric Trac' - ob das dasselbe Lokal ist oder ein zweites, geht aus den Quellen nicht eindeutig hervor. Vor Ort klaeren."
SP07,Rocca Albornoziana - Gefaengnis (Aussenansicht),Rocca Albornoziana,Festung,Spoleto,PG,"Piazza Bernardino Campello 1, 06049 Spoleto PG",42.7346364,12.7419613,exakt,Q22,ChIJy_97LvT0LhMRkhX0MDZxnBo,"Paepstliche Festung des 14. Jh. hoch ueber der Stadt, heute Museo Nazionale del Ducato di Spoleto. Rundherum fuehrt der 'Giro della Rocca' mit Blick ueber Stadt und Tal; erreichbar zu Fuss oder ueber Rolltreppen und Aufzuege.","Die Casa circondariale der Serie - das Gefaengnis, das Don Matteo staendig besucht. Nur die Aussenansicht; das Sprechzimmer im Inneren ist das Teatro Caio Melisso (SP05).",9-15,,Q06b|Q08|Q34|Q35,Fanseite + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location2.htm,,hoch,2026-08-12,Wie in Gubbio (Voltone / Via della Zecca) montiert die Serie auch hier zwei getrennte Orte zu einem Gefaengnis zusammen.
SP08,Ponte delle Torri,Ponte delle Torri,Bruecke,Spoleto,PG,"Via Giro del Ponte, 06049 Spoleto PG",42.7328883,12.7439086,exakt,Q22,ChIJRXBA-vX0LhMRS6mh2FuAZME,"Roemisch-langobardisches Aquaedukt, 230 m lang und 82 m hoch, ueber der Schlucht des Torrente Tessino. Eines der bekanntesten Bauwerke Umbriens.","Die Bruecke, ueber die Don Matteo regelmaessig mit dem Fahrrad zum Gefaengnis faehrt - das Spoleto-Aequivalent zu den Fahrradgassen von Gubbio.",9-15,,Q06b|Q08|Q37,Fanseite + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location1.htm,,hoch,2026-08-12,"WICHTIG FUER BESUCHER: Die Bruecke ist seit den Erdbeben (2016) fuer den Publikumsverkehr GESPERRT und nicht begehbar - ansehen ja, ueberqueren nein."
SP09,Via di Fontesecca - Haus Cecchini und Tommasi,Via di Fontesecca,Strasse,Spoleto,PG,"Via di Fontesecca, 06049 Spoleto PG",42.7349656,12.73721,exakt (Strassenmitte),Q22,ChIJuyE03_T0LhMRca-HZ-vq_hc,"Typische Gasse der Altstadt unweit der Piazza del Duomo, mit Handwerksladen und lokalen Restaurants.","Hier steht das Haus, in dem Maresciallo Cecchini und Capitano Tommasi wohnen - in Spoleto im selben Gebaeude statt wie in Gubbio gegenueber voneinander.",9-15,,Q06b|Q02|Q08,Fanseite + offiziell + Presse,hoch,http://www.budterence.tk/RepDonMatteo9/location5.htm,,hoch,2026-08-12,Laut Presse heute regelrechtes Fan-Pilgerziel. Die Hausnummer nennt keine Quelle - anders als bei Via Baldassini 24/35 in Gubbio.
SP10,Corso Mazzini,Corso Giuseppe Mazzini,Strasse,Spoleto,PG,"Corso Giuseppe Mazzini, 06049 Spoleto PG",42.7345763,12.7360362,exakt (Strassenmitte),Q22,ChIJbQC0zor0LhMRqkYVVH06H6s,Eine der Hauptachsen der Altstadt.,Kulisse fuer Szenen mehrerer Folgen; die Quelle nennt keine bestimmte Episode.,9,,Q06b,Fanseite,mittel,http://www.budterence.tk/RepDonMatteo9/location6.htm,,niedrig (nur pauschale Nennung),2026-08-12,
SP11,Arco di Druso e Germanico,Arco di Druso,Archaeologische Staette,Spoleto,PG,"Via Arco di Druso 13, 06049 Spoleto PG",42.7332826,12.7370646,exakt,Q22,ChIJ73Ck4cj1LhMR-yyddSjRgh0,"Roemischer Bogen, 23 n. Chr. vom Senat Spoletos zu Ehren von Drusus dem Juengeren und Germanicus errichtet; war das Monumentaltor zum Forum, dem heutigen Piazza del Mercato.","Diente in einer Folge als Hintergrund. Welche, sagt die Quelle nicht.",9,,Q06b,Fanseite,mittel,http://www.budterence.tk/RepDonMatteo9/location7.htm,,niedrig,2026-08-12,
SP12,Palazzo Mauri / Via Brignone - Entfuehrung von Cecchinis Enkel,Palazzo Mauri,Palast,Spoleto,PG,"Via Brignone 14, 06049 Spoleto PG",42.7329464,12.7367086,exakt,Q22,ChIJ-d_xXe30LhMRKltNcHnBDjY,"Palast des 17. Jh. in der Via Brignone, heute Stadtbibliothek Giosue Carducci. Gegenueber liegt die Piazza Fontana.",Schauplatz der Folge um die Entfuehrung von Maresciallo Cecchinis Enkel.,9,,Q06b,Fanseite,mittel-hoch,http://www.budterence.tk/RepDonMatteo9/location8.htm,,"mittel (Handlung benannt, Folgentitel fehlt)",2026-08-12,Einziger Spoleto-Ort mit konkretem Handlungsbezug in der Fan-Reportage.
SP13,Piazza della Signoria,Piazza della Signoria,Platz,Spoleto,PG,"Piazza della Signoria, 06049 Spoleto PG",42.7353071,12.7391383,exakt,Q22,ChIJ_Wr7_vT0LhMRUZItZnuSzHs,Kleiner Platz wenige Meter oberhalb der Piazza del Duomo.,"Von Umbria Tourism ausdruecklich als Wiedererkennungsort aus Staffel 9 genannt; welche Szene, bleibt offen.",9 ff.,,Q02|Q38,offiziell + Blog,mittel-hoch,,,niedrig,2026-08-12,
SP14,Corso Garibaldi,Corso Giuseppe Garibaldi,Strasse,Spoleto,PG,"Corso Giuseppe Garibaldi, 06049 Spoleto PG",42.7389173,12.7365523,exakt (Strassenmitte),Q22,ChIJxdiztIz0LhMRV4qjmShEYFA,Strasse in der unteren Altstadt.,Fahrrad- bzw. ab Staffel 14 Motorrad-Strecke und Kulisse fuer Verfolgungsszenen und Spaziergaenge.,9-15,,Q37|Q38|Q39,Presse + Blog,mittel-hoch,,,niedrig,2026-08-12,Fuer Staffel 15 erneut ausdruecklich genannt.
SP15,Via dell'Arringo,Via dell'Arringo,Treppenstrasse,Spoleto,PG,"Via dell'Arringo, 06049 Spoleto PG",42.7346639,12.7387936,exakt,Q22,ChIJd5WJA_X0LhMRQ5ubsI1_4JY,"Die breite Treppenrampe, die von der Oberstadt zur Piazza del Duomo hinabfuehrt - das ikonische Bild der Spoleto-Staffeln.","Zugang zur Piazza del Duomo, Schauplatz zahlloser Auf- und Abgaenge; fuer Staffel 15 ausdruecklich als Drehort genannt.",9-15,,Q38|Q39,Presse + Blog,mittel-hoch,,,niedrig,2026-08-12,
SP16,Piazza Campello,Piazza Bernardino Campello,Platz,Spoleto,PG,"Piazza Bernardino Campello, 06049 Spoleto PG",42.7340931,12.7394185,exakt,Q22,ChIJY6GiCvX0LhMR6RkChb3Yoxw,"Platz am Fuss der Rocca Albornoziana, mit der Fontana del Mascherone.",Fuer Staffel 15 als Drehort genannt.,15,,Q39,Blog / Presse,mittel,,,niedrig,2026-08-12,
SP17,Vicolo della Basilica,Vicolo della Basilica,Gasse,Spoleto,PG,"Vicolo della Basilica, 06049 Spoleto PG",42.7341132,12.7381352,exakt,Q22,ChIJi3hGa_X0LhMRo2efQPIiGu0,Schmale Gasse nahe Sant'Eufemia.,Teil der Fahrrad- und Spazierwege von Don Matteo und Cecchini.,9 ff.,,Q38,Blog,niedrig-mittel,,,niedrig,2026-08-12,Nur von einer Quelle genannt.
SP18,Via delle Mura,Via delle Mura,Strasse,Spoleto,PG,"Via delle Mura, 06049 Spoleto PG",42.7307369,12.7364675,exakt (Strassenmitte),Q22,,Strasse entlang der Stadtmauer.,Teil der Fahrrad- und Spazierwege.,9 ff.,,Q38,Blog,niedrig-mittel,,,niedrig,2026-08-12,Nur von einer Quelle genannt.
SP19,Scuola Maestre Pie Filippini - Grundschule,Scuola delle Maestre Pie Filippini,Schule,Spoleto,PG,"Piazza Edmondo De Amicis 1, 06049 Spoleto PG (neben dem Complesso Monumentale di San Nicolo)",42.7366376,12.7372576,exakt,Q22,ChIJfWxqtfT0LhMRL9ZcOynvHnI,Private Grund- und Vorschule neben dem Klosterkomplex San Nicolo.,Stellt die Grundschule der Serie dar - relevant fuer die Handlungsstraenge um die Kinder im Pfarrhaus.,9 ff.,,Q38,Blog,niedrig-mittel,,,niedrig,2026-08-12,"Nur von einer Quelle genannt, aber praezise verortet - gute Kandidatin fuer Gegenpruefung."
SP20,Piana di Castelluccio di Norcia,Piana di Castelluccio,Landschaft,Norcia,PG,"Piani di Castelluccio, 06046 Norcia PG",42.8092364,13.2028753,exakt (Hochebene),Q22,ChIJPTN6IHITLhMR2frIdj07OIc,"Hochebene in den Monti Sibillini, beruehmt fuer die 'Fioritura' - die Bluete der Linsenfelder im Juni und Juli.",Landschaftskulisse. Erscheint ab Staffel 13 kurz im Vorspann und wurde fuer Staffel 14 als eine von zwei neuen Locations angekuendigt; laut Quelle aber auch schon frueher fuer einzelne Szenen genutzt.,13-14 (fruehere Nutzung angedeutet),,Q08,Presse,mittel,,,mittel,2026-08-12,Die Ortschaft Castelluccio selbst wurde beim Erdbeben 2016 weitgehend zerstoert; die Hochebene ist zugaenglich.
TU01,Monterosi - Via Roma,"Via Roma, Monterosi",Strasse,Monterosi,VT (Lazio),"Via Roma, 01030 Monterosi VT",42.195719,12.3095338,exakt (Strassenmitte),Q22,ChIJM29ZnnxHLxMRXnz1b4AbtKc,"Hauptstrasse im Ortskern von Monterosi in der Tuscia, Provinz Viterbo.",Zusammen mit der Chiesa di Santa Croce Schauplatz von drei Ermittlungsszenen um Don Massimo und sein Team.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,NEU ab Staffel 15: erstmals seit der Gubbio-Aera wieder Dreharbeiten ausserhalb Umbriens.
TU02,Monterosi - Chiesa di Santa Croce,Chiesa di Santa Croce,Kirche,Monterosi,VT (Lazio),01030 Monterosi VT,42.1963804,12.3081817,exakt,Q22,ChIJd_X8aQBHLxMR4d4z2a0RBuk,Kirche im Ortskern von Monterosi.,Einer von zwei Drehpunkten in Monterosi fuer die Ermittlungsszenen der 15. Staffel.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,
TU03,Nepi - Piazza del Comune,"Piazza del Comune, Nepi",Platz,Nepi,VT (Lazio),"Piazza del Comune, 01036 Nepi VT",42.2423364,12.3486386,exakt,Q22,ChIJlwu-_NI-LxMRzbHnnhgguT8,Hauptplatz des mittelalterlichen Nepi in der Tuscia.,Teil der Rueckblenden auf Don Massimos Vergangenheit als Polizist.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,"Die Nepi-Szenen sind dramaturgisch abgesetzt: bewusst andere Atmosphaere als Spoleto, weil sie in der Vergangenheit spielen."
TU04,Nepi - Via Matteotti,"Via Giacomo Matteotti, Nepi",Strasse,Nepi,VT (Lazio),"Via Giacomo Matteotti, 01036 Nepi VT",42.2421748,12.3472812,exakt (Strassenmitte),Q22,ChIJL4Y639I-LxMRrPvx6wUV-b4,Strasse im Ortskern von Nepi.,Rueckblenden auf Don Massimos Zeit als Polizist.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,
TU05,Nepi - Via San Pietro,"Via di San Pietro, Nepi",Strasse,Nepi,VT (Lazio),"Via di S. Pietro, 01036 Nepi VT",42.2416597,12.3481798,exakt (Strassenmitte),Q22,ChIJBeRuGdM-LxMR95XGqX5X4tw,Gasse im Ortskern von Nepi.,Rueckblenden auf Don Massimos Zeit als Polizist.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,
TU06,Nepi - Vicolo del Mattonato,"Vicolo del Mattonato, Nepi",Gasse,Nepi,VT (Lazio),"Vicolo del Mattonato, 01036 Nepi VT",42.2414294,12.3483369,exakt,Q22,ChIJt2iWGdM-LxMReh-QTboqtps,Charakteristische gepflasterte Gasse in Nepi.,Rueckblenden auf Don Massimos Zeit als Polizist.,15,,Q39|Q40,Presse,mittel-hoch,,,mittel,2026-08-12,
U01,Loc. Sant'Angelo - Torrione (Abzweig Pietralunga),Localita Sant'Angelo,Landschaft,Gubbio (Umland),PG,"SP Umbertide-Gubbio, ca. 10 km von Gubbio",,,nicht ermittelt,,,"Ein von der Strasse aus gut sichtbarer Wehrturm (torrione) an der Staatsstrasse Gubbio-Umbertide, ca. 10 km von Gubbio, genau am Beginn der Abzweigung Richtung Pietralunga.",Tatort: Hier wird der Hobby-Astronom Prof. Albani ermordet.,6,Incontri ravvicinati (St. 6),Q06,Fanseite,mittel-hoch,https://www.budterence.tk/repDonMatteo6/027.htm,27,hoch,2026-08-11,"Die Reportage stellt ausdruecklich klar: In der Serie wird dieser Ort als 'Gola del Bottaccione' bezeichnet, die echte Schlucht liegt aber auf einer voellig anderen Seite von Gubbio (U02). Koordinate weiterhin offen - ueber Satellitenbild entlang der SS219 am Abzweig Pietralunga gut selbst zu finden."
U02,Gola del Bottaccione,Gola del Bottaccione,Landschaft,Gubbio,PG,"Via Guido Bonarelli, 06024 Gubbio PG",43.3588688,12.5791452,exakt,Q22,ChIJ_8qI56k5LBMRDz6MRnl0j_s,Schlucht zwischen Monte Ingino und Monte Calvo mit mittelalterlichem Aquaedukt und der weltberuehmten Kreide-Palaeogen-Grenzschicht.,"Reiner Handlungsort: In der Folge wird der Tatort so genannt, gedreht wurde aber in Loc. Sant'Angelo (U01).",6,Incontri ravvicinati (St. 6),Q06,Fanseite,mittel,,,,2026-08-11,"ACHTUNG: Handlungsort, nicht Drehort. Fuer eine Karte ggf. anders einfaerben."
U03,Bahnhof Fossato di Vico-Gubbio,Stazione di Fossato di Vico-Gubbio,Bahnhof,Fossato di Vico,PG,"Via Stazione 75, 06022 Osteria del Gatto PG",43.2838684,12.7569839,exakt,Q22,ChIJry0NfwAzLBMRmwKdv_Awca0,"Bahnhof an der Strecke Rom-Ancona, ca. 20 km von Gubbio; Gubbio selbst hat keinen Bahnanschluss.",Spielt in mehreren Szenen den 'Bahnhof von Gubbio' - z.B. Ankuenfte und Abschiede von Figuren.,mehrere (nicht praezisiert),,Q03|Q07|Q09,offiziell + Presse,hoch,,,,2026-08-11,"Beliebter Fan-Fakt, weil Gubbio in Wirklichkeit gar keinen Bahnhof hat."
U04,Abtei Montecorona,Abbazia di San Salvatore di Monte Corona,Kloster,Umbertide,PG,"Localita Badia di Monte Corona, 06019 Umbertide PG",43.2834385,12.3553009,exakt,Q22,ChIJd3Nclk8XLBMRm8T0jx3KCG8,"Romanische Kamaldulenserabtei mit bemerkenswerter Krypta, nahe dem Tiber.",Von Italy for Movies ausdruecklich als genutzter Drehort hervorgehoben; konkrete Szene nicht benannt.,nicht praezisiert,,Q03,offiziell,mittel-hoch,,,,2026-08-11,
U05,Perugia - Piazza IV Novembre / Palazzo dei Priori / Fontana Maggiore,"Piazza IV Novembre, Perugia",Platz,Perugia,PG,"Piazza IV Novembre, 06123 Perugia PG",43.1121487,12.3888254,exakt (Fontana Maggiore),Q22,ChIJ8av2LIGgLhMR4L3HM8ejoa4,Hauptplatz Perugias mit Fontana Maggiore (1277) und Palazzo dei Priori.,"Kulisse in der Folge 'Una domenica tranquilla' (Erstausstrahlung 23.02.2006, Staffel 5).",5,Una domenica tranquilla (23.02.2006),Q12|Q09|Q10,Presse + Reiseportal,mittel-hoch,,,,2026-08-11,Q09 bezeichnet Perugia als Location der Folge 5x10 - moeglicherweise dieselbe Folge.
U06,Perugia - Krankenhaus Santa Maria della Misericordia,Ospedale Santa Maria della Misericordia,Krankenhaus,Perugia,PG,"Piazzale Giorgio Menghini 1, 06129 Perugia PG",43.078783,12.355568,exakt,Q22,ChIJn0tZ5yihLhMR_4XAsEZBCyA,Grosses Regionalkrankenhaus im Nordwesten Perugias.,Innenaufnahmen in mehreren Folgen der 7. Staffel - laut Quelle fuer Zuschauer schwer zu erkennen.,7,,Q12,Presse (Seite offline),mittel,,,,2026-08-11,Nur eine einzige Quelle - vor Veroeffentlichung gegenpruefen.
U07,Assisi,Assisi,Stadt,Assisi,PG,,,,kein konkreter Drehort bekannt,,,,"Ganz zu Beginn der Serie: Der Bischof teilt Don Matteo mit, dass er der Pfarrei San Giovanni in Gubbio zugewiesen wird.",1,Lo straniero (1x01),Q03|Q09|Q10,offiziell + Presse,mittel-hoch,,,niedrig (nur Ortsnennung),2026-08-12,"Keine Quelle nennt das konkrete Gebaeude - Koordinate bewusst leer. Die Szene gehoert zur Auftaktfolge, gedreht ab 12.10.1998."
U08,Bevagna,Bevagna,Stadt,Bevagna,PG,,,,kein konkreter Drehort bekannt,,,,Kurzauftritte als Kulisse.,"7 (laut Q12), Serie allgemein (Q03)",,Q03|Q06|Q09|Q12,offiziell + Presse + Fanseite,mittel,,,,2026-08-11,
U09,Foligno,Foligno,Stadt,Foligno,PG,,,,kein konkreter Drehort bekannt,,,,Kurzauftritte als Kulisse.,7,,Q03|Q09|Q12,offiziell + Presse,mittel,,,,2026-08-11,
